tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;intrumento_utilizado; faixa;turno
HOMICIDIO;21:27;NOSSA SRA DA APRESENTAÇÃO;AV INDUSTRIAL;FEMININO;PARDA;24;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;ENCONTRADO NA R MARIA DO CARMO NAVARRO;MASCULINO;PARDA;23;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R AFONSO MAGALHOES;MASCULINO;NEGRA;27;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R DEPUTADO JOAQUIM INACIO DE CARVALHO NETO - Nº 486 - JARDIM PROGRESSO;MASCULINO;NEGRA;43;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;19:44;NOSSA SRA DA APRESENTAÇÃO;R JOAO ANISIO (LOTEAMENTO JARDIM PROGRESSO);MASCULINO;PARDA;57;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R MANOEL MARIA - PROXIMO AO MERCADINHO SAO JORGE;MASCULINO;BRANCA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:37;NOSSA SRA DA APRESENTAÇÃO;R MONTE DAS GAMELEIRAS;MASCULINO;PARDA;14;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;19:15;NOSSA SRA DA APRESENTAÇÃO;R PEDRA BRANCA E A R MARANGUAPE;FEMININO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;23:35;NOSSA SRA DA APRESENTAÇÃO;R POETA WALTER VARELA LC;MASCULINO;NEGRA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;R RECANTO DAS PRINCESAS - 420/3 - VALE DOURADO;MASCULINO;PARDA;42;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R RIZOMAR CORREIA DOS SANTOS;MASCULINO;PARDA;19;GESSEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R SAMPAIO CORREIA;MASCULINO;BRANCA;18;AUXILIAR DE CARPINTEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;09:25;NOSSA SRA DA APRESENTAÇÃO;R SAMPAIO CORREIA - LOT. ALIANCA;MASCULINO;BRANCA;24;ENCARREGADO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;TV IRMA VITORIA;FEMININO;PARDA;32;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;00:13;NOSSA SRA DA APRESENTAÇÃO;TV IRMA VITORIA;MASCULINO;PARDA;31;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:13;NOSSA SRA DA APRESENTAÇÃO;TV LIBANES, 56,;MASCULINO;PARDA;58;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:03;NOSSA SRA DA APRESENTAÇÃO;TV SANTA ANA;MASCULINO;PARDA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;TV SAO JOSE, JARDIM PROGRESSO;FEMININO;PARDA;27;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;22:52;NOSSA SRA DA APRESENTAÇÃO;TV TARCISIO RIBEIRO;MASCULINO;PARDA;19;AUXILIAR ELETRICISTA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:34;NOSSA SRA DA APRESENTAÇÃO;TV TARCISIO RIBEIRO;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;MASCULINO;PARDA;54;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;ADULTO;VESPERTINO
HOMICIDIO;01:09;NOSSA SRA DA APRESENTAÇÃO;TV MARCELITA;MASCULINO;BRANCA;39;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;ADULTO;NOTURNO
HOMICIDIO;23:57;NOSSA SRA DA APRESENTAÇÃO;3ª TV AGUA, S/N AO LADO DA CASA DE Nº 40, PARQUE DOS COQUEIROS;MASCULINO;PARDA;25;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:21;NOSSA SRA DA APRESENTAÇÃO;3ª TV AGUA, S/N AO LADO DA CASA DE Nº 40, PARQUE DOS COQUEIROS;MASCULINO;PARDA;22;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;FEMININO;PARDA;13;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;MASCULINO;NEGRA;20;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;14:45;NOSSA SRA DA APRESENTAÇÃO;AV: SAMPAIO CORREIA - PROXIMO A UMA CASA DE SHOW - JADIM PROGRESSO ;MASCULINO;NEGRA;14;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R ANTONIO VIANA;MASCULINO;NEGRA;45;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;23:51;NOSSA SRA DA APRESENTAÇÃO;R DA INDEPENDENCIA;MASCULINO;NEGRA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R DAS LARANJEIRAS LC;MASCULINO;BRANCA;28;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;20:02;NOSSA SRA DA APRESENTAÇÃO;R DOS CANAEIROS Nº 32 LC;FEMININO;NEGRA;32;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R MANAIRA, CONJ ALVORADA 4 CJ;MASCULINO;NEGRA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R PORTAL DAS FRONTEIRAS;FEMININO;NEGRA;24;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;10:19;NOSSA SRA DA APRESENTAÇÃO;R RUTH MONTEIRO;MASCULINO;NEGRA;25;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;TV JOSE LUIZ DA SILVA Nº 32;MASCULINO;BRANCA;38;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;16:12;NOSSA SRA DA APRESENTAÇÃO;TV SEBASTIAO ANDRADE;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;NOSSA SRA DA APRESENTAÇÃO;R JOAO ANIZIO, AO LADO DO MERCADINHO CENTRAL, JARDIM PROGRESSO;FEMININO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ESPANCAMENTO;ADOLESCENTE;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;AV TRES IRMAOS;MASCULINO;BRANCA;50;APOSENTADO(A);NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;01:41;NOSSA SRA DA APRESENTAÇÃO;AV BOA SORTE;MASCULINO;BRANCA;34;RECICLADOR;NI;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;FEMININO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;22:29;NOSSA SRA DA APRESENTAÇÃO;AV PRIMAVERA;MASCULINO;NEGRA;20;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:45;NOSSA SRA DA APRESENTAÇÃO;AV SANTAREM, VALE DOURADO;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;19:51;NOSSA SRA DA APRESENTAÇÃO;JARDIM PROGRESSO;MASCULINO;NEGRA;33;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;16:29;NOSSA SRA DA APRESENTAÇÃO;R CHICO MENDES;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R COMANDANTE BALDUINO;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;17:10;NOSSA SRA DA APRESENTAÇÃO;R DO CARCERES, VALED DOURADO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;23:51;NOSSA SRA DA APRESENTAÇÃO;R DOS PORTUGUESES;MASCULINO;NEGRA;20;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;16:44;NOSSA SRA DA APRESENTAÇÃO;R FLORA, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R JOAO PAULO II LOT. VALE DOURADO;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;20:01;NOSSA SRA DA APRESENTAÇÃO;R JOAQUIM MORTIN 5-A, VALE DOURADO;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:37;NOSSA SRA DA APRESENTAÇÃO;R JOSE TORRES, VALE DOURADO;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:44;NOSSA SRA DA APRESENTAÇÃO;R MANOEL MARIA - EM FRENTE Nº 337 - JARDIM PROGRESSO;MASCULINO;PARDA;20;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;17:12;NOSSA SRA DA APRESENTAÇÃO;R NOVA COLINA, 70;MASCULINO;BRANCA;20;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:18;NOSSA SRA DA APRESENTAÇÃO;R PADRE CICERO - LOTEAMENTO JARDIM PROGRESSO;MASCULINO;NEGRA;49;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:12;NOSSA SRA DA APRESENTAÇÃO;R PONTE NOVA, VALE DOURADO;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R RIZOMAR CORREIA DOS SANTOS;MASCULINO;NEGRA;20;FEIRANTE;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;19:07;NOSSA SRA DA APRESENTAÇÃO;R SAO SEBASTIAO, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;NEGRA;39;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:22;NOSSA SRA DA APRESENTAÇÃO;R SAO SEBASTIAO, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;NEGRA;41;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:02;NOSSA SRA DA APRESENTAÇÃO;R SEIS DE OUTUBRO, JARDIM PROGRESSO;MASCULINO;PARDA;42;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R VALE DO SABUGI, VALE DOURADO;MASCULINO;NEGRA;22;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:37;NOSSA SRA DA APRESENTAÇÃO;TV JOAO F. DA SILVA, LOTEAMENTO VALE DOURADO;MASCULINO;PARDA;32;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:12;NOSSA SRA DA APRESENTAÇÃO;TV JOSE PAULINO, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;BRANCA;30;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:22;NOSSA SRA DA APRESENTAÇÃO;TV NOVA CANAA;MASCULINO;BRANCA;34;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:52;NOSSA SRA DA APRESENTAÇÃO;TV SANTA ANA, JARDIM PROGRESSO;MASCULINO;BRANCA;21;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:31;NOSSA SRA DA APRESENTAÇÃO;VIA PUBLICA NAO DETERMINADA;MASCULINO;PARDA;60;NI;NI;ARMA DE FOGO;IDOSO;NOTURNO
HOMICIDIO;15:19;NOSSA SRA DA APRESENTAÇÃO;R DA FE ;MASCULINO;PARDA;27;NI;NI;ESPANCAMENTO;ADULTO;VESPERTINO
HOMICIDIO;18:00;NOVA DESCOBERTA;AV XAVIER DA SILVEIRA;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:01;NOVA DESCOBERTA;R DO SUL;MASCULINO;NEGRA;29;CASEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;NOVA DESCOBERTA;R PRESBITERO EXPEDITO NEVES;MASCULINO;BRANCA;40;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOVA DESCOBERTA;R NELSON MATOS Nº 328;MASCULINO;PARDA;26;TECNICO EM INSTALACAO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;19:06;NOVA DESCOBERTA;R PADRE GERMANO;MASCULINO;BRANCA;27;COPEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;NOVA DESCOBERTA;VIA PUBLICA EM UMA PRACA DE NOVA DESCOBERTA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;23:38;NOVA DESCOBERTA;AV NORTON CHAVES;MASCULINO;NEGRA;26;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;10:00;NOVA DESCOBERTA;R REVEREDO WILLIAM POSTER,357;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;ADULTO;MATUTINO
LATROCINIO;18:00;NOVA DESCOBERTA;R KEGINALDO CAVALCANTI Nº 188;MASCULINO;BRANCA;74;MILITAR;SUPERIOR;ARMA DE FOGO;IDOSO;VESPERTINO
HOMICIDIO;14:10;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;22:57;PAJUÇARA;AV POMPEIA;MASCULINO;BRANCA;22;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:27;PAJUÇARA;R MISSAO DE CRISTO A Nº 303;MASCULINO;NEGRA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;17:30;PAJUÇARA;R MISSAO DE CRISTO, 05, PARQUE DAS DUNAS;MASCULINO;NEGRA;23;GESSEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;15:54;PAJUÇARA;R TOCANTINEA Nº 406;MASCULINO;PARDA;21;LAVADOR DE ONIBUS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:27;PAJUÇARA;R TROVADOR CARLOS HOMEM DE SIQUEIRA Nº 4;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:27;PAJUÇARA;R TROVADOR CARLOS HOMEM DE SIQUEIRA Nº 4;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;01:38;PAJUÇARA;R VILMA DE FARIAS Nº 08 LOT. D. PEDRO I LC;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;MADRUGADA
HOMICIDIO;21:32;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;NEGRA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PAJUÇARA;R BAJE - PROXIMO COLEGEIO ESTADUAL ZILA MAMEDE - PAJUCARA, I ;MASCULINO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;17:10;PAJUÇARA;R DR ALVARO OSORIO DE ALMEIDA (EM FRENTE AO SUPERMERCADO REDE MAIS);MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;18:00;PAJUÇARA;R JOSE SOBRINHO - LOTEAMENTO NOVO HORIZONTE (EM FRENTE A RESIDENCIA DA VITIMA);MASCULINO;BRANCA;44;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;23:57;PAJUÇARA;R TOCANTINEA Nº 406;MASCULINO;PARDA;33;EMBALADOR;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;PAJUÇARA;R BARRAGEM ARMANDO RIBEIRO;MASCULINO;NEGRA;20;NI;NI;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;14:25;PAJUÇARA;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;24;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;23:51;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:44;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;NEGRA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;22:11;PAJUÇARA;AV POMPEIA;MASCULINO;NEGRA;20;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PAJUÇARA;EM FRENTE DE UMA RESIDENCIA NA R JOSIVALDO GOMES, 960, LOT. NOVO HORIZONTE;FEMININO;BRANCA;21;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;18:00;PAJUÇARA;ENCONTRADO NA AV POMPEIA, LOTEAMENTO DOM PEDRO;MASCULINO;NEGRA;20;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;17:59;PAJUÇARA;R BOA ESPERANCA;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;23:38;PAJUÇARA;R CARTEIRO AGNALDO;MASCULINO;BRANCA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;PAJUÇARA;R CASTELO BRANCO;MASCULINO;PARDA;50;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:49;PAJUÇARA;R MISSAO DE CRISTO, 05, PARQUE DAS DUNAS;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;18:00;PAJUÇARA;R SANTA VITORIA - EM FRENTE AS CASAS DE NUMEROS 86 E 79 - PARQUE DAS DUNAS;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;04:57;PAJUÇARA;R SEVERINO TAVARES, VALE DOURADO;FEMININO;PARDA;20;NI;NI;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;23:57;PAJUÇARA;R TANCREDO NEVES;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;12:20;PAJUÇARA;R TANCREDO NEVES;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;MATUTINO
HOMICIDIO;21:27;PAJUÇARA;R TROVADOR GUMERCIANDO SARAIVA, 471- C 105- RESIDENCIAL LOS ANGELES- LOT. VILAGE;FEMININO;PARDA;18;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;12:13;PAJUÇARA;R TROVADOR GUMERCIANDO SARAIVA, 471- C 105- RESIDENCIAL LOS ANGELES- LOT. VILAGE;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;18:00;PAJUÇARA;EM SUA RESIDENCIA NA R TOM JOBIM;MASCULINO;BRANCA;23;NI;NI;NAO IDENTIFICADO;ADULTO;VESPERTINO
HOMICIDIO;23:38;PAJUÇARA;R TROVADOR CARLOS HOMEM DE SIQUEIRA, Nº 660;MASCULINO;PARDA;49;CONSULTOR DE VENDAS;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;19:44;PETRÓPOLIS;AV FLORIANO PEIXOTO;MASCULINO;PARDA;44;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:13;PETRÓPOLIS;R TEOFILO BRANDAO - PROXIMO MERCADO PUBLICO DE PETROPOLIS;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;21:32;PETRÓPOLIS;AV CGU;MASCULINO;BRANCA;34;COZINHEIRO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;PETRÓPOLIS;NO INTERIOR DE UM VEICULO NA AV DEODORO DA FOSECA (EM FRENTE DA CATEDRAL LESTE);FEMININO;PARDA;36;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;21:48;PETRÓPOLIS;VIZINHO A PANIFICADORA VIA PANE;MASCULINO;BRANCA;51;POLICIAL CIVIL;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;18:00;PITIMBU;R JUAREZ TAVARES LIRA, POR TRAS DO SAM'S CLUB - CONJUNTO SAN VALE;FEMININO;PARDA;33;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;21:48;PITIMBU;AV XAVANTES;MASCULINO;NEGRA;48;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:38;PITIMBU;R SERRA DE CANAPUA;MASCULINO;BRANCA;35;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PITIMBU;R JOAQUIM CARDOSO;MASCULINO;BRANCA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;23:21;PITIMBU;R MARCILIO FURTADO;MASCULINO;BRANCA;25;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;18:27;PITIMBU;R DAS ALGAROBAS -PROXIMO A PANIFICADO VISAO;FEMININO;PARDA;31;ESTUDANTE D;SUPERIOR;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;19:13;PITIMBU;R SERRA DA JUREMA - EM FRENTE A ACADEMIA ALTA PERFOMANCE;MASCULINO;BRANCA;25;PROFESSOR DE LUTAS MARCIAIS;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:46;PLANALTO;TV FIRMINO DE BRITO;MASCULINO;PARDA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;18:00;PLANALTO;ENCONTRADO NA CALCADA DA ACADEMIA MSL VITALY - NA R MONTE REI;MASCULINO;PARDA;34;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;PLANALTO;R ASA BRANCA Nº 34 (CONJUNTO SANTA CLARA);FEMININO;PARDA;23;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;18:00;PLANALTO;R FELIX JOAO HELIO;MASCULINO;NEGRA;33;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
